text,condition
我家猫的耳道深处有炎症。,Ear Infections
我的仓鼠腹泻，且行为异常。,Digestive Issues
我的豚鼠耳朵里有黑色耳垢且有异味。,Ear Infections
猫在猫砂盆里用力排便，排出小块坚硬如石的粪便。,Digestive Issues
我家狗狗一只耳朵曾感染过，现在另一只耳朵似乎也受影响了。,Ear Infections
狗狗吃了垃圾桶里的东西，现在出现剧烈腹泻。,Digestive Issues
洗完澡后给小狗擦干了肚皮，防止着凉。,Normal
我家狗狗的耳朵有明显的玉米片或酵母面包气味。,Ear Infections
猫咪的抓挠动作仅限于猫抓板，指甲健康。,Normal
小狗在草地上撒欢，四肢协调能力非常优秀。,Normal
我的老年狗从床上起身有困难,Mobility Problems
观察了一下，宠物排便形状颜色都非常健康。,Normal
我的狗因病情已达晚期，接受了耳道切除手术。,Ear Infections
猫有慢性间歇性呕吐，大概每周一两次。，消化系统问题,Digestive Issues
我的猫口臭很严重，有时会呕吐黄色泡沫。,Digestive Issues
我家狗狗肚子上长了皮疹，看起来像被虫子叮咬的痕迹。,Skin Irritations
小猫喝水频率正常，没有频繁去水碗。,Normal
我的幼犬在夜间在家里拉了稀（腹泻）。,Digestive Issues
猫患病的那只耳朵似乎完全听不见了。,Ear Infections
我的猫因中耳炎继发霍纳综合征。,Ear Infections
兔子过度舔舐腹部，导致皮肤磨光了。,Skin Irritations
我的幼犬耳朵下垂，通风不畅。,Ear Infections
狗狗从台面上吃了葡萄，现在在呕吐。,Digestive Issues
猫咪脚趾间有脱发和红肿现象。,Skin Irritations
我的兔子尾巴附近有蛆虫（蝇蛆病）。,Parasites
猫咪在耳朵附近抓挠，但并未直接抓进耳道内。,Ear Infections
我的猫似乎听不到我从一侧走近的声音。,Ear Infections
我的猫吐出了一团看起来像米粒的东西。,Parasites
我的兔子脚上长了疮，那里的毛也开始脱落。,Parasites
兔子粪便中检测到蛲虫卵。,Parasites
猫开始不在猫砂盆里排泄了。,Mobility Problems
狗狗今天在草坪上和其他小伙伴玩得不亦乐乎。,Normal
狗狗主要在夜间出现剧烈瘙痒。,Skin Irritations
给猫咪涂药后，它一直用爪子抓耳朵。,Ear Infections
狗狗对之前的耳部药物产生了耐药性,Ear Infections
我的兔子左耳下垂得比右耳更低。,Ear Infections
我的猫听力似乎下降了。,Ear Infections
小狗的毛发柔顺，营养吸收得很均衡。,Normal
小猫在爬架上跳上跳下，平衡感极好。,Normal
猫咪过度舔毛，导致毛发稀疏。,Skin Irritations
我的猫指甲床发炎了。,Skin Irritations
猫因抓挠导致耳朵周围出现红肿和结痂。,Ear Infections
我的狗一遇到压力就会腹泻。,Digestive Issues
我的狗走路时脚掌内翻。,Mobility Problems
小猫下午在窗台晒太阳，偶尔抓抓飞虫。,Normal
兔子鼻子上的毛脱落了，看起来很痛。,Parasites
我的兔子不再吃干草，看起来无精打采。,Digestive Issues
雪貂两只耳朵里都有厚厚的深色耳垢。,Ear Infections
小猫自己清理得很干净，全身毛发整齐。,Normal
猫一夜之间突然出现头部倾斜。,Ear Infections
我的猫患有肺线虫，是在长期咳嗽后确诊的。,Parasites
我的幼犬在院子里吃了些蘑菇，现在正在呕吐。,Digestive Issues
我的狗坐姿别扭（幼犬坐姿），一条腿伸在外面。,Mobility Problems
兔子出现大小便失禁（尿液和粪便）。,Mobility Problems
猫的耳朵发热，并有酵母味。,Ear Infections
我的猫是只室内猫，却有跳蚤。,Parasites
我家狗狗的皮肤看起来油腻，且有强烈异味。,Skin Irritations
我的兔子这几天食欲逐渐减退。,Digestive Issues
我的狗每年夏天在湖里游泳后都会患上耳部感染。,Ear Infections
我的兔子耳朵下方长了脓肿。,Ear Infections
我的猫先是呕吐，随后腹泻，现在一直躲着不出来。,Digestive Issues
我家那只老年猫已经四天没排便了，看起来很不舒服。,Digestive Issues
我的豚鼠耳朵后方出现了秃斑。,Skin Irritations
狗狗皮肤上出现黑斑，主要集中在腹部。,Skin Irritations
我家狗狗活动似乎受限，活动范围变小了。,Mobility Problems
猫咪受伤后前腿似乎有神经损伤。,Mobility Problems
幼犬头部出现了一个圆形、无毛的皮损。,Skin Irritations
我的金翅雀有喘息和咔嗒声，怀疑是气囊螨。,Parasites
猫咪吃完饭后在舔毛，看起来很满足。,Normal
幼犬双耳有轻微发红,Ear Infections
狗狗对磨牙棒很感兴趣，咬了很久。,Normal
宠物在玩耍后适量喝水，休息得非常安静。,Normal
猫患有中耳炎，并出现神经系统症状。,Ear Infections
兔子正在用力抓挠耳朵根部。,Ear Infections
我家狗狗的耳部感染是慢性问题，需要长期护理。,Ear Infections
兔子患病耳朵根部出现脱发和结痂。,Ear Infections
我的狗因耳部终末期病变接受了手术（TECA）。,Ear Infections
猫咪眼睛和脸部周围的毛发变稀疏了。,Parasites
小狗跑步时像兔子一样两条后腿并拢跳跃。,Mobility Problems
我的狗患有肘关节发育不良，导致前肢跛行。,Mobility Problems
我家狗狗的耳部感染扩散到了另一只耳朵。,Ear Infections
兔子不停摇头并用爪子挠耳朵。,Parasites
狗狗休息后跛行症状加重（例如晨僵）。,Mobility Problems
我的猫患耳部疾病的一侧眼睑下垂，且瞳孔大小不一。,Ear Infections
兔子患有耳螨，导致耳朵上形成厚厚的痂皮。,Ear Infections
我家狗狗的肚子和大腿内侧出现了红肿、发痒的斑块。,Skin Irritations
我的狗被蜱虫传染了巴贝西虫病。,Parasites
狗狗每天作息很规律，晚上不吵闹。,Normal
我的猫一直躲在床底下，不肯进食。,Digestive Issues
今天预约了下周的洗牙，目前牙齿磨损正常。,Normal
兔子看起来整体虚弱无力，身体松软无力。,Mobility Problems
我的狗不愿上下楼梯。,Mobility Problems
抱过猫后，发现一只活跳跳的跳蚤爬在我的手臂上。,Parasites
我的狗在激烈玩耍时跛行似乎会消失，但之后又会复发。,Mobility Problems
我的猫吐出了看起来像蛔虫的东西。,Digestive Issues
兔子在抓挠耳朵根部。,Ear Infections
我猫咪的耳部感染对目前的抗生素滴剂没有反应。,Ear Infections
今天帮宠物清理了泪痕，眼周恢复了洁净。,Normal
狗狗耳道深处有蜱虫附着,Parasites
我的猫之前做过耳部息肉切除手术，担心又复发了。,Ear Infections
带小狗去郊游，它爬山很有劲头。,Normal
我的狗吃了某些零食后，皮肤变得通红。,Skin Irritations
我家狗狗的关节会发出咔嗒或噼啪声。,Mobility Problems
我的兔子排出的粪便颗粒间缠着毛发,Digestive Issues
我的狗正疯狂地试图吃草。,Digestive Issues
我的狗患有环境过敏（花粉、尘螨），导致耳朵出现问题。,Ear Infections
小猫今天很调皮，一直在屋子里窜。,Normal
豚鼠的脚肿胀且疼痛。,Mobility Problems
我的猫因耳部感染出现了霍纳综合征。,Ear Infections
我家狗狗的鼻吻部长了黑头和痘痘。,Skin Irritations
触碰雪貂的下颌部位时，它似乎感到疼痛。,Ear Infections
兔子失去了膀胱/肠道控制能力,Mobility Problems
记录：狗狗今日排泄两次，均为正常成型软便。,Normal
带宠物去秤了体重，保持得非常标准。,Normal
我的猫皮下有肿块，能摸到但看不清楚。,Skin Irritations
豚鼠肛门处粘着软便,Digestive Issues
小狗进食节奏正常，没有挑食的表现。,Normal
狗狗在池塘里游泳后身上起了皮疹。,Skin Irritations
我家兔子的毛看起来像有头皮屑，但那些屑片在动！,Parasites
我家那只老狗午睡后起身时似乎很痛苦，动作很慢。,Mobility Problems
雪貂眼睛和下巴周围的皮肤有结痂。,Skin Irritations
小狗洗澡时不乱动，非常听话。,Normal
我的小型犬患有莱格-卡夫-佩尔斯病，导致髋关节疼痛。,Mobility Problems
猫一只耳朵似乎听不见,Ear Infections
猫吐出了深褐色的东西，看起来像陈旧的血。,Digestive Issues
我的幼犬总是饿，但体重不增，还有腹泻。,Digestive Issues
狗狗某些部位的皮肤触感敏感。,Skin Irritations
我家狗狗的脚垫摸起来粗糙且结痂，几乎像角一样。,Skin Irritations
猫咪不停地舔自己的膝关节,Mobility Problems
小猫皮肤有鳞屑，像严重的头皮屑一样。,Skin Irritations
宠物今天没有懒洋洋的，一直想要互动。,Normal
猫开始不在猫砂盆里排便，而是在地毯上排便。,Mobility Problems
我的狗放屁和打嗝特别频繁。,Digestive Issues
豚鼠看起来腹胀且不适,Digestive Issues
宠物今天没有懒洋洋的，一直找人互动。,Normal
我的猫刚吃完饭就反刍食物（未消化，呈管状）。,Digestive Issues
我家狗狗的膝盖骨会脱位（髌骨脱位）。,Mobility Problems
猫咪口腔内有溃疡且流口水过多,Skin Irritations
狗狗间歇性呕吐和腹泻。,Digestive Issues
猫的耳尖有鳞片状斑块。,Skin Irritations
猫咪张大嘴打哈欠时似乎很痛苦。,Ear Infections
狗狗耳朵里长了一个看起来像小肉疙瘩或肿块的东西。,Ear Infections
早起带狗散步，它一路上摇着尾巴，非常有活力。,Normal
猫咪不停地用头和耳朵蹭家具。,Ear Infections
我的猫经常试图呕吐但只是干呕。,Digestive Issues
我的狗狗避开硬木地板，更喜欢地毯。,Mobility Problems
猫咪眼睛上方出现脱发,Skin Irritations
我的狗前十字韧带（CCL）断裂，需要手术。,Mobility Problems
雪貂全身毛发稀疏,Skin Irritations
狗狗因长期未治疗的耳部感染导致单侧耳聋。,Ear Infections
猫突然出现前庭症状。,Ear Infections
我的猫嘴角有溃疡。,Skin Irritations
如果我不小心碰到猫的下背部，它就会大声叫。,Mobility Problems
狗狗的被毛很有光泽，摸起来滑滑的。,Normal
我的幼犬睡醒后最初几步走路很僵硬。,Mobility Problems
自从从收容所领养回来后，我的小狗一直大便稀软。,Digestive Issues
狗狗的耳朵看起来油腻，耳朵下方的毛发有污渍且粘腻。,Ear Infections
猫咪一直像有毛球一样干呕，但什么也没吐出来。,Digestive Issues
我家猫全身长满了像小米粒一样的小痂。,Skin Irritations
我的幼犬持续腹泻，兽医检测出球虫。,Parasites
狗狗的炎症已蔓延至耳廓外侧。,Ear Infections
我的雪貂一直在抓挠，而且有脱发，尤其是肩膀周围。,Parasites
我的狗一直不愿用左后腿承重。,Mobility Problems
小猫在玩玩具时表现出很强的猎奇本能。,Normal
我的猫有间歇性便秘，有时好几天不排便。,Digestive Issues
我在幼犬的呕吐物中看到了像意大利面一样的蠕虫,Parasites
我家狗狗眼睑边缘长了个肿块。,Skin Irritations
猫咪在项圈勒住的部位不停抓挠，把脖子抓破了。,Skin Irritations
我的兔子脚底长了溃疡。,Parasites
给宠物换了新口味的罐头，它吃得很香。,Normal
我的猫腹泻后检测出贾第虫阳性,Parasites
给宠物擦了擦泪腺，眼睛明亮，没有泪痕。,Normal
我家猫身上有像会走动的头皮屑一样的东西。,Parasites
雪貂后肢无力。,Mobility Problems
豚鼠的后腿似乎瘫痪了。,Mobility Problems
我的猫又得了耳螨了。,Parasites
带狗狗去宠物店洗了个澡，吹干后毛发很顺滑。,Normal
我的狗被兽医诊断出患有关节炎。,Mobility Problems
小猫的眼睛和鼻子周围有结痂的分泌物，同时伴有皮肤溃疡。,Skin Irritations
我的狗吃了油腻的剩菜，现在肚子疼并呕吐。,Digestive Issues
小猫在家里玩激光笔，跳跃力很强。,Normal
我家狗狗的腹侧突然出现了一块湿润、发红且疼痛的区域。,Skin Irritations
猫在过去几小时内呕吐了5次。,Digestive Issues
仓鼠尾部周围有湿润和污渍。,Skin Irritations
狗狗在草丛里探索，好奇心很重。,Normal
我的狗反复患耳部感染，兽医怀疑是螨虫引起的。,Parasites
我的猫皮肤下出现了一个摸起来像脂肪的肿块。,Skin Irritations
我家狗狗的肚子发出响亮的咕噜声，看起来很不舒服。,Digestive Issues
我的狗试图跳上床时会呜咽,Mobility Problems
我的狗感染了绦虫，很可能是跳蚤传播的。,Parasites
宠物今天午睡姿势很放松，说明很有安全感。,Normal
我家狗狗今早吐了胆汁，对早餐没兴趣。,Digestive Issues
幼犬体重低于该品种标准，且长期腹泻。,Digestive Issues
猫出现神经系统症状，疑似由中耳感染引起。,Ear Infections
我的狗疯狂地啃咬后臀，而且我在它的毛发里看到了小黑点。,Parasites
我的狗似乎很容易失去平衡。,Mobility Problems
猫咪自己清理得很干净，全身被毛整洁。,Normal
我的狗有过敏，经常患耳部感染。,Ear Infections
宠物的被毛没有异味，洗护频率很合适。,Normal
兔子的毛发上积聚了白色粉末状物质。,Skin Irritations
兔子耳廓外侧皮肤脱屑。,Skin Irritations
我家狗狗的皮肤散发着一种令人不适的刺鼻气味。,Skin Irritations
雪貂尾巴上的毛几乎都掉光了。,Skin Irritations
幼犬吐出了一块玩具碎片。,Digestive Issues
我的狗患有心丝虫病，需要治疗。,Parasites
我的幼犬昨天吃了只袜子，现在正在呕吐。,Digestive Issues
小猫吃完饭后在舔爪子，看起来很满足。,Normal
兔子因摩擦笼子栏杆导致鼻部脱毛。,Skin Irritations
雪貂牙龈苍白，可能是跳蚤引起的贫血。,Parasites
我家猫的耳朵有股非常浓烈的酵母味。,Ear Infections
我家狗狗的耳部感染看似好转，但停药后立刻复发。,Ear Infections
我家狗狗的耳朵有酵母味，内侧皮肤看起来增厚了。,Skin Irritations
狗狗持续咳嗽，兽医正在检测是否感染心丝虫。,Parasites
我的仓鼠大便稀薄且频繁。,Digestive Issues
我的兔子耳道内有白色鳞屑状物质。,Ear Infections
我的狗身上长了一个似乎与皮肤相连的肿块。,Skin Irritations
兔子因姿势不当导致后腿有尿渍。,Mobility Problems
我的鹦鹉不停地啄自己，看起来很焦躁。,Parasites
猫咪难以梳理背部毛发,Mobility Problems
狗狗的脸部和腿部出现了秃斑,Parasites
我的狗啃了一块塑料玩具，现在精神萎靡且有干呕症状。,Digestive Issues
狗因鞭虫感染导致慢性大肠腹泻。,Parasites
我的仓鼠腹泻，尾部周围湿漉漉的。,Digestive Issues
我的幼犬属于耳廓厚重下垂的品种，耳朵通风不畅。,Ear Infections
我的狗好像有胃灼热（大口吞咽、舔空气）。,Digestive Issues
猫的一侧脸部看起来下垂，起因是耳朵出了问题。,Ear Infections
发现狗狗眼睑上长了一个小疣状突起。,Skin Irritations
雪貂腹泻且脱水,Digestive Issues
宠物的咀嚼力度正常，牙齿咬合有力。,Normal
猫因抓挠导致耳廓外侧脱毛,Ear Infections
今天给宠物滴了日常护理眼药水，眼睛更亮了。,Normal
雪貂皮肤发痒，尾巴上有些脱发。,Skin Irritations
我的幼犬腹泻，兽医在粪便样本中检测出球虫。,Parasites
豚鼠抓挠得皮开肉绽。,Parasites
我的狗全身长了肉赘。,Skin Irritations
显微镜检查确诊我的狗患有耳螨。,Parasites
我家狗狗的耳廓突然肿得像个水球一样。,Ear Infections
猫咪耳尖有结痂。,Ear Infections
天竺鼠不再排出颗粒状粪便。,Digestive Issues
小狗跟着主人慢走，节奏保持得很好。,Normal
兔子只吃蔬菜，不吃干草。,Digestive Issues
猫的下巴长了黑头和一些类似痤疮的疮（下巴痤疮）。,Skin Irritations
兔子患有脊柱关节炎（脊柱退行性病变）,Mobility Problems
我的狗因重症肌无力导致运动后虚弱,Mobility Problems
我的兔子耳朵下垂了。,Ear Infections
雪貂患有耳螨，可见黑色碎屑。,Parasites
雪貂耳朵里有黑色结痂的污物，可能是螨虫。,Parasites
猫咪没有好好梳理后臀部的毛发，毛发看起来打结了。,Mobility Problems
小猫牙龈发白且非常嗜睡，担心是跳蚤引起的。,Parasites
宠物的皮肤没有异常，摸起来非常平滑。,Normal
宠物吃了变质的食物，现在腹泻了。,Digestive Issues
雪貂身上有跳蚤，需要对雪貂安全的治疗。,Parasites
我的猫有时跳跃失败。,Mobility Problems
猫咪放屁过多，偶尔呕吐。,Digestive Issues
今天给狗狗梳理了全身，毛根处没有红肿。,Normal
宠物今天午睡姿势很放松，说明环境让它很安全。,Normal
我的狗经常患耳部感染，兽医认为可能与螨虫有关。,Parasites
今天帮宠物清理了眼睛周边，恢复了洁净。,Normal
我幼犬的同窝兄弟姐妹也有耳部问题,Ear Infections
我家狗身上长了皮肤赘生物，尤其集中在胸口和腿部。,Skin Irritations
宠物腹部胀大且精神萎靡。,Digestive Issues
我家狗狗的肘部皮肤粗糙、发黑，有时还会开裂。,Skin Irritations
幼犬生殖器周围发红且有刺激症状,Skin Irritations
我的仓鼠出现毛发脱落和抓挠现象,Parasites
猫的爪子很长，可能使用猫抓板时会感到疼痛。,Mobility Problems
我的雪貂皮肤看起来发黄。,Skin Irritations
狗狗耳朵有油腻的分泌物并伴有异味,Ear Infections
我的猫会呕吐出透明或白色的泡沫，通常发生在早上。,Digestive Issues
我家猫耳朵里有黑色耳垢，但兽医说不是螨虫。,Ear Infections
狗狗食欲不振，似乎有恶心症状（舔嘴唇、流口水）。,Digestive Issues
猫今天早上吐出了一大团毛球。,Digestive Issues
宠物的体态保持得不错，没有因为吃多而发胖。,Normal
我的兔子耳根周围有肿胀。,Ear Infections
豚鼠鼻部出现脱发。,Skin Irritations
我的狗即使在室内休息时也呼吸急促。,Mobility Problems
我家狗后腿肌肉萎缩了。,Mobility Problems
