text,condition
Puppy hops with both back legs together like a bunny when running.,Mobility Problems
"Dog has whipworms, needs special dewormer.",Parasites
Puppy cries when I massage the base of his ears.,Ear Infections
My dog has lost hair above his tail base from constant biting.,Parasites
"Cat has had soft, mushy stool for the past two days.",Digestive Issues
My cat paws at her ear after I apply the medication.,Ear Infections
"Pulled a fat, grey tick off my cat's neck after she came inside.",Parasites
Dog has ticks in his ears.,Parasites
"Cat is excessively grooming, leading to thin fur.",Skin Irritations
Hamster has redness and irritation around its mouth.,Skin Irritations
"My dog keeps biting at his tail base, and his hair is thinning there.",Parasites
