text,condition
雪貂最近体重减轻了很多。,Digestive Issues
我的狗撕裂了他的十字韧带（CCL/ACL）。,Mobility Problems
宠物的耳朵肿了，有臭味。,Ear Infections
猫全身都有痂，尤其是背部和颈部。,Parasites
狗患有全身性蠕形螨病。,Parasites
我的大狗便秘，排便困难。,Digestive Issues
狗吃了垃圾里的东西，现在得了爆发性腹泻。,Digestive Issues
我注意到猫的粪便中有鲜红的血迹。,Digestive Issues
小狗的头部出现了圆形无毛病变。,Skin Irritations
猫一夜之间突然头部倾斜。,Ear Infections
我的兔子的眼睛和耳朵同侧有脓液。,Ear Infections
我抱起猫时，它的腹部似乎很疼。,Digestive Issues
我的猫耳朵后面长了秃斑。,Skin Irritations
兔子的后端长满了粗糙的皮毛，下面是受刺激的皮肤。,Skin Irritations
我的仓鼠皮下长了一个肿块。,Skin Irritations
猫肠胃气胀过度，偶尔会呕吐。,Digestive Issues
我的猫的大便里有蛔虫。,Parasites
狗抓得很疼，尤其是胸部和腹部。,Parasites
兔子因姿势不佳，后腿上有尿渍。,Mobility Problems
猫嘴里有疮，流着口水。,Skin Irritations
兔子的后脚掌发红并脱发。,Skin Irritations
狗似乎腹部抽筋（伸展，看腹部）。,Digestive Issues
我仓鼠的粪便和头发串在一起。,Digestive Issues
兔子的脊椎有关节炎（脊椎病）。,Mobility Problems
我的小狗昨天吃了一只袜子，现在正在呕吐。,Digestive Issues
我的狗很难保持平衡。,Mobility Problems
雪貂的两只耳朵都有厚厚的深色耳垢。,Ear Infections
我的狗肘部发育不良。,Mobility Problems
狗一夜之间突然出现大量水样腹泻。,Digestive Issues
我的猫不让我帮她擦耳朵。,Ear Infections
猫背上有鳞状皮肤。,Skin Irritations
猫患有肥大性骨营养不良。,Mobility Problems
我的猫的皮肤沿着她的背部抽搐，她突然跑开了。,Skin Irritations
猫的耳道看起来非常狭窄，很难看清。,Ear Infections
猫摇着头，拼命地抓着耳朵后面；它们里面看起来很脏。,Parasites
我的狗的跛行随着运动而改善，但休息后又会恢复。,Mobility Problems
我的雪貂耳垢闻起来有股奇怪的甜味。,Ear Infections
我的狗耳朵有一种明显的“玉米片”或“酵母面包”的味道。,Ear Infections
我的猫有深色的耳垢，但兽医排除了螨虫。,Ear Infections
我的狗腹部皮肤上出现了黑斑。,Skin Irritations
我的兔子的屁股又软又糊，脏兮兮的。,Digestive Issues
我的狗笨拙地坐了下来（“蹲着”），一条腿伸了出来。,Mobility Problems
我的兔子在被引入新蔬菜后腹泻了。,Digestive Issues
我的猫患有继发于中耳炎的霍纳综合征。,Ear Infections
我的狗的鼻子看起来很硬，失去了色素。,Skin Irritations
猫正在猫砂箱里费力地排泄着石头般坚硬的小粪便。,Digestive Issues
仓鼠的肛门周围有粪便染色。,Digestive Issues
我的猫把皮毛舔成条纹。,Skin Irritations
小狗奔跑时，双腿并拢，像兔子一样跳跃。,Mobility Problems
狗有鞭虫，需要特殊的驱虫剂。,Parasites
当我按摩小狗的耳根时，它哭了。,Ear Infections
我的狗因为不停地咬人，尾巴根部以上的毛发都掉光了。,Parasites
猫在过去的两天里大便又软又糊。,Digestive Issues
我用药后，我的猫用爪子抓着她的耳朵。,Ear Infections
我的猫进来后，从脖子上拔下一只又肥又灰的蜱虫。,Parasites
狗耳朵里有蜱虫。,Parasites
猫过度梳理毛发，导致皮毛变薄。,Skin Irritations
仓鼠的嘴周围发红和发炎。,Skin Irritations
我的狗不停地咬着它的尾巴根部，它的头发也变薄了。,Parasites
